file,method,accuracy,precision,recall,f1,tp,tn,fp,fn
big_scores_wm,majority_vote,0.9038555392874573,0.487012987012987,0.38860103626943004,0.43227665706051877,75,1777,79,118
big_scores_wm,average_threshold,0.9072718399219132,0.5154639175257731,0.25906735751295334,0.3448275862068965,50,1809,47,143
